"CU_Name","CU_acro","DU_ID","CU_ID","Pop_Name","Pop_ID","Year","EstClass","SpnForTrend_Total","StartYear","UseYear","pNOS_Used","SpnForTrend_Wild","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild"
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,1997,"OtherSource",1874,NA,TRUE,NA,NA,1874,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,1998,"OtherSource",3880,NA,TRUE,NA,NA,3880,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,1999,"INFILL",2469.81620901025,NA,TRUE,NA,NA,2469.81620901025,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2000,"INFILL",1243.91528910877,NA,TRUE,NA,NA,1243.91528910877,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2001,"OtherSource",272,NA,TRUE,NA,NA,272,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2002,"INFILL",3495.01857966637,NA,TRUE,NA,NA,3495.01857966637,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2003,"INFILL",4372.29526471644,NA,TRUE,NA,NA,4372.29526471644,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2004,"INFILL",5417.93701581929,NA,TRUE,NA,NA,5417.93701581929,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2005,"INFILL",1037.44290357902,NA,TRUE,NA,NA,1037.44290357902,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2006,"INFILL",2919.48257883847,NA,TRUE,NA,NA,2919.48257883847,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2007,"INFILL",1208.00202741987,NA,TRUE,NA,NA,1208.00202741987,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2008,"INFILL",1285.80437667315,NA,TRUE,NA,NA,1285.80437667315,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2009,"INFILL",2428.82003722836,NA,TRUE,NA,NA,2428.82003722836,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2010,"INFILL",2618.20380151905,NA,TRUE,NA,NA,2618.20380151905,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2011,"INFILL",1955.26137597513,NA,TRUE,NA,NA,1955.26137597513,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2012,"INFILL",1041.35480318217,NA,TRUE,NA,NA,1041.35480318217,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2013,"INFILL",8438.34625290888,NA,TRUE,NA,NA,8438.34625290888,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2014,"INFILL",2468.08453771501,NA,TRUE,NA,NA,2468.08453771501,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2015,"INFILL",5406.73734751118,NA,TRUE,NA,NA,5406.73734751118,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2016,"INFILL",5928.92152698772,NA,TRUE,NA,NA,5928.92152698772,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2017,"INFILL",2393.48609333063,NA,TRUE,NA,NA,2393.48609333063,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2018,"INFILL",2317.38693110238,NA,TRUE,NA,NA,2317.38693110238,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2019,"INFILL",1541.13301707393,NA,TRUE,NA,NA,1541.13301707393,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2020,"INFILL",1281.52570008792,NA,TRUE,NA,NA,1281.52570008792,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2021,"RELATIVE ABUNDANCE (TYPE-4)",4930,NA,TRUE,NA,NA,4930,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","GOLD RIVER",41348,2022,"RELATIVE ABUNDANCE (TYPE-4)",7205,NA,TRUE,NA,NA,7205,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,1995,"OtherSource",21928,1995,TRUE,NA,NA,21928,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,1996,"OtherSource",16313,1995,TRUE,NA,NA,16313,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,1997,"OtherSource",18992,1995,TRUE,NA,NA,18992,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,1998,"OtherSource",21865,1995,TRUE,NA,NA,21865,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,1999,"OtherSource",14195,1995,TRUE,NA,NA,14195,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2000,"OtherSource",8645,1995,TRUE,NA,NA,8645,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2001,"OtherSource",14873,1995,TRUE,NA,NA,14873,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2002,"OtherSource",27376,1995,TRUE,NA,NA,27376,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2003,"OtherSource",34653,1995,TRUE,NA,NA,34653,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2004,"OtherSource",41053,1995,TRUE,NA,NA,41053,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2005,"OtherSource",6986,1995,TRUE,NA,NA,6986,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2006,"OtherSource",23154,1995,TRUE,NA,NA,23154,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2007,"RELATIVE ABUNDANCE (TYPE-4)",8765,1995,TRUE,NA,NA,8765,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2008,"INFILL",8748.74918010432,1995,TRUE,NA,NA,8748.74918010432,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2009,"OtherSource",17000,1995,TRUE,NA,NA,17000,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2010,"OtherSource",18068,1995,TRUE,NA,NA,18068,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2011,"INFILL",13303.8055168328,1995,TRUE,NA,NA,13303.8055168328,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2012,"RELATIVE ABUNDANCE (TYPE-4)",6287,1995,TRUE,NA,NA,6287,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2013,"RELATIVE ABUNDANCE (TYPE-4)",62227,1995,TRUE,NA,NA,62227,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2014,"RELATIVE ABUNDANCE (TYPE-4)",16680,1995,TRUE,NA,NA,16680,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2015,"INFILL",36788.0136311763,1995,TRUE,NA,NA,36788.0136311763,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2016,"RELATIVE ABUNDANCE (TYPE-4)",37074,1995,TRUE,NA,NA,37074,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2017,"RELATIVE ABUNDANCE (TYPE-3)",13934,1995,TRUE,NA,NA,13934,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2018,"RELATIVE ABUNDANCE (TYPE-3)",11775,1995,TRUE,NA,NA,11775,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2019,"RELATIVE ABUNDANCE (TYPE-3)",7072,1995,TRUE,NA,NA,7072,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2020,"RELATIVE ABUNDANCE (TYPE-3)",5316,1995,TRUE,NA,NA,5316,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2021,"RELATIVE ABUNDANCE (TYPE-4)",12668,1995,TRUE,NA,NA,12668,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","CONUMA RIVER",41438,2022,"RELATIVE ABUNDANCE (TYPE-3)",14856,1995,TRUE,NA,NA,14856,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,1995,"OtherSource",402,1995,TRUE,NA,NA,402,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,1996,"OtherSource",683,1995,TRUE,NA,NA,683,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,1997,"OtherSource",503,1995,TRUE,NA,NA,503,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,1998,"OtherSource",344,1995,TRUE,NA,NA,344,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,1999,"OtherSource",762,1995,TRUE,NA,NA,762,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2000,"OtherSource",132,1995,TRUE,NA,NA,132,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2001,"OtherSource",394,1995,TRUE,NA,NA,394,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2002,"OtherSource",944,1995,TRUE,NA,NA,944,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2003,"OtherSource",401,1995,TRUE,NA,NA,401,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2004,"RELATIVE ABUNDANCE (TYPE-3)",702,1995,TRUE,NA,NA,702,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2005,"OtherSource",325,1995,TRUE,NA,NA,325,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2006,"OtherSource",177,1995,TRUE,NA,NA,177,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2007,"RELATIVE ABUNDANCE (TYPE-3)",180,1995,TRUE,NA,NA,180,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2008,"RELATIVE ABUNDANCE (TYPE-4)",274,1995,TRUE,NA,NA,274,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2009,"OtherSource",730,1995,TRUE,NA,NA,730,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2010,"OtherSource",430,1995,TRUE,NA,NA,430,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2011,"RELATIVE ABUNDANCE (TYPE-3)",392,1995,TRUE,NA,NA,392,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2012,"RELATIVE ABUNDANCE (TYPE-3)",635,1995,TRUE,NA,NA,635,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2013,"RELATIVE ABUNDANCE (TYPE-3)",479,1995,TRUE,NA,NA,479,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2014,"RELATIVE ABUNDANCE (TYPE-4)",360,1995,TRUE,NA,NA,360,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2015,"RELATIVE ABUNDANCE (TYPE-3)",900,1995,TRUE,NA,NA,900,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2016,"RELATIVE ABUNDANCE (TYPE-3)",1623,1995,TRUE,NA,NA,1623,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2017,"RELATIVE ABUNDANCE (TYPE-3)",1860,1995,TRUE,NA,NA,1860,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2018,"RELATIVE ABUNDANCE (TYPE-3)",812,1995,TRUE,NA,NA,812,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2019,"RELATIVE ABUNDANCE (TYPE-3)",739,1995,TRUE,NA,NA,739,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2020,"RELATIVE ABUNDANCE (TYPE-4)",1049,1995,TRUE,NA,NA,1049,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2021,"RELATIVE ABUNDANCE (TYPE-4)",824,1995,TRUE,NA,NA,824,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","LEINER RIVER",41498,2022,"RELATIVE ABUNDANCE (TYPE-4)",549,1995,TRUE,NA,NA,549,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,1995,"OtherSource",415,1995,TRUE,NA,NA,415,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,1996,"OtherSource",680,1995,TRUE,NA,NA,680,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,1997,"OtherSource",687,1995,TRUE,NA,NA,687,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,1998,"OtherSource",519,1995,TRUE,NA,NA,519,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,1999,"OtherSource",1606,1995,TRUE,NA,NA,1606,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2000,"OtherSource",1220,1995,TRUE,NA,NA,1220,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2001,"OtherSource",388,1995,TRUE,NA,NA,388,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2002,"OtherSource",758,1995,TRUE,NA,NA,758,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2003,"OtherSource",795,1995,TRUE,NA,NA,795,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2004,"OtherSource",905,1995,TRUE,NA,NA,905,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2005,"OtherSource",182,1995,TRUE,NA,NA,182,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2006,"OtherSource",141,1995,TRUE,NA,NA,141,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2007,"RELATIVE ABUNDANCE (TYPE-4)",133,1995,TRUE,NA,NA,133,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2008,"RELATIVE ABUNDANCE (TYPE-4)",281,1995,TRUE,NA,NA,281,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2009,"RELATIVE ABUNDANCE (TYPE-4)",780,1995,TRUE,NA,NA,780,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2010,"OtherSource",380,1995,TRUE,NA,NA,380,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2011,"RELATIVE ABUNDANCE (TYPE-4)",219,1995,TRUE,NA,NA,219,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2012,"RELATIVE ABUNDANCE (TYPE-3)",163,1995,TRUE,NA,NA,163,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2013,"RELATIVE ABUNDANCE (TYPE-3)",552,1995,TRUE,NA,NA,552,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2014,"RELATIVE ABUNDANCE (TYPE-4)",99,1995,TRUE,NA,NA,99,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2015,"RELATIVE ABUNDANCE (TYPE-3)",363,1995,TRUE,NA,NA,363,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2016,"RELATIVE ABUNDANCE (TYPE-3)",369,1995,TRUE,NA,NA,369,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2017,"RELATIVE ABUNDANCE (TYPE-3)",638,1995,TRUE,NA,NA,638,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2018,"RELATIVE ABUNDANCE (TYPE-3)",1442,1995,TRUE,NA,NA,1442,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2019,"RELATIVE ABUNDANCE (TYPE-3)",1763,1995,TRUE,NA,NA,1763,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2020,"RELATIVE ABUNDANCE (TYPE-4)",855,1995,TRUE,NA,NA,855,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2021,"RELATIVE ABUNDANCE (TYPE-4)",1399,1995,TRUE,NA,NA,1399,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","TAHSIS RIVER",41518,2022,"RELATIVE ABUNDANCE (TYPE-4)",344,1995,TRUE,NA,NA,344,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,1995,"OtherSource",157,1995,TRUE,NA,NA,157,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,1996,"OtherSource",346,1995,TRUE,NA,NA,346,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,1997,"OtherSource",862,1995,TRUE,NA,NA,862,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,1998,"OtherSource",674,1995,TRUE,NA,NA,674,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,1999,"OtherSource",686,1995,TRUE,NA,NA,686,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2000,"OtherSource",55,1995,TRUE,NA,NA,55,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2001,"OtherSource",100,1995,TRUE,NA,NA,100,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2002,"OtherSource",148,1995,TRUE,NA,NA,148,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2003,"OtherSource",69,1995,TRUE,NA,NA,69,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2004,"OtherSource",393,1995,TRUE,NA,NA,393,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2005,"OtherSource",41,1995,TRUE,NA,NA,41,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2006,"OtherSource",454,1995,TRUE,NA,NA,454,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2007,"RELATIVE ABUNDANCE (TYPE-4)",441,1995,TRUE,NA,NA,441,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2008,"RELATIVE ABUNDANCE (TYPE-4)",472,1995,TRUE,NA,NA,472,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2009,"OtherSource",122,1995,TRUE,NA,NA,122,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2010,"OtherSource",120,1995,TRUE,NA,NA,120,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2011,"INFILL",234.499863721405,1995,TRUE,NA,NA,234.499863721405,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2012,"INFILL",124.892539909179,1995,TRUE,NA,NA,124.892539909179,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2013,"RELATIVE ABUNDANCE (TYPE-4)",284,1995,TRUE,NA,NA,284,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2014,"INFILL",296.004153131924,1995,TRUE,NA,NA,296.004153131924,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2015,"RELATIVE ABUNDANCE (TYPE-4)",266,1995,TRUE,NA,NA,266,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2016,"RELATIVE ABUNDANCE (TYPE-4)",376,1995,TRUE,NA,NA,376,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2017,"RELATIVE ABUNDANCE (TYPE-4)",500,1995,TRUE,NA,NA,500,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2018,"RELATIVE ABUNDANCE (TYPE-4)",567,1995,TRUE,NA,NA,567,NA,NA,NA
"West Vancouver Island-Nootka & Kyuquot_FA_0.x","NoKy","DU25","CK-32","ZEBALLOS RIVER",41713,2019,"INFILL",184.832312917837,1995,TRUE,NA,NA,184.832312917837,NA,NA,NA
